32,16
25,25
25,29
25,29
25,28
27,28
27,26
27,28
27,29
1,0
0,0
0,0
0,0
155,0
6,0
0,0
0,0
88,27
110,26
118,28
183,27
16,28
107,27
118,31
183,28
224,0
138,0
4,0
8,0
176,0
94,0
31,0
29,0
25,25
25,25
25,29
25,28
27,28
27,27
27,29
27,25
244,0
95,0
132,0
0,0
240,0
64,0
134,0
191,0
176,25
106,25
132,29
0,28
196,28
64,27
134,29
191,25
34,0
50,0
131,0
0,0
180,0
64,0
134,0
30,0
25,25
25,25
25,29
25,28
27,28
27,27
27,29
27,25
84,0
106,0
132,0
0,0
0,0
0,0
0,0
0,0
88,25
110,25
118,29
183,28
1,28
0,27
0,29
0,25
0,0
0,0
0,0
0,0
1,0
0,0
0,0
30,0
25,25
25,25
25,29
25,28
27,28
27,27
27,29
27,25
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,25
0,25
0,29
0,28
0,28
0,27
0,29
0,25
0,0
0,0
0,0
0,0
0,0
0,0
0,0
30,0
32,16
30,25
30,25
30,29
30,28
29,28
29,27
29,29
29,25
168,0
64,0
134,0
191,0
180,0
64,0
134,0
191,0
0,25
0,25
0,29
0,28
248,28
104,27
132,29
0,25
0,0
0,0
0,0
0,0
0,0
0,0
0,0
30,0
30,25
30,25
30,29
30,28
29,28
29,27
29,29
29,25
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,25
0,25
0,29
0,28
0,28
0,27
0,29
0,25
0,0
0,0
0,0
0,0
0,0
0,0
0,0
30,0
30,0
30,0
30,0
30,0
29,0
29,0
29,0
29,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
96,0
55,0
31,0
0,0
16,0
107,0
118,0
183,0
0,0
0,0
0,0
0,0
255,0
255,0
255,0
30,0
30,0
30,0
30,0
30,0
29,0
29,0
29,0
29,0
70,0
148,0
44,0
0,0
244,0
95,0
132,0
0,0
163,0
118,0
131,0
0,0
176,0
106,0
132,0
0,0
88,0
110,0
118,0
183,0
1,0
0,0
0,0
0,0
